ProductKey,OrderDateKey,CustomerKey,SalesTerritoryKey,OrderQuantity,UnitPrice,DiscountAmount,TotalProductCost,SalesAmount,TaxAmt,Freight
474,20140128,20201,4,1,69.99,0,26.1763,69.99,5.5992,1.7498
473,20140128,20201,4,1,63.5,0,23.749,63.5,5.08,1.5875
476,20140128,19893,1,1,69.99,0,26.1763,69.99,5.5992,1.7498
234,20140128,19893,1,1,49.99,0,38.4923,49.99,3.9992,1.2498
477,20140128,18529,5,1,4.99,0,1.8663,4.99,0.3992,0.1248
217,20140128,18529,5,1,34.99,0,13.0863,34.99,2.7992,0.8748
477,20140128,17151,1,1,4.99,0,1.8663,4.99,0.3992,0.1248
484,20140128,17151,1,1,7.95,0,2.9733,7.95,0.636,0.1988
528,20140128,15160,4,1,4.99,0,1.8663,4.99,0.3992,0.1248
214,20140128,15160,4,1,34.99,0,13.0863,34.99,2.7992,0.8748
225,20140128,15160,4,1,8.99,0,6.9223,8.99,0.7192,0.2248
234,20140128,15160,4,1,49.99,0,38.4923,49.99,3.9992,1.2498
528,20140128,14474,4,1,4.99,0,1.8663,4.99,0.3992,0.1248
480,20140128,14474,4,1,2.29,0,0.8565,2.29,0.1832,0.0573
485,20140128,14029,1,1,21.98,0,8.2205,21.98,1.7584,0.5495
217,20140128,14029,1,1,34.99,0,13.0863,34.99,2.7992,0.8748
528,20140128,21347,6,1,4.99,0,1.8663,4.99,0.3992,0.1248
485,20140128,14114,4,1,21.98,0,8.2205,21.98,1.7584,0.5495
471,20140128,14114,4,1,63.5,0,23.749,63.5,5.08,1.5875
485,20140128,13753,4,1,21.98,0,8.2205,21.98,1.7584,0.5495
487,20140128,13753,4,1,54.99,0,20.5663,54.99,4.3992,1.3748
484,20140128,13753,4,1,7.95,0,2.9733,7.95,0.636,0.1988
528,20140128,19072,10,1,4.99,0,1.8663,4.99,0.3992,0.1248
217,20140128,19072,10,1,34.99,0,13.0863,34.99,2.7992,0.8748
225,20140128,19072,10,1,8.99,0,6.9223,8.99,0.7192,0.2248
536,20140128,21523,8,1,29.99,0,11.2163,29.99,2.3992,0.7498
481,20140128,21523,8,1,8.99,0,3.3623,8.99,0.7192,0.2248
535,20140128,21524,10,1,24.99,0,9.3463,24.99,1.9992,0.6248
528,20140128,21524,10,1,4.99,0,1.8663,4.99,0.3992,0.1248
222,20140128,21524,10,1,34.99,0,13.0863,34.99,2.7992,0.8748
231,20140128,21524,10,1,49.99,0,38.4923,49.99,3.9992,1.2498
538,20140128,24704,8,1,21.49,0,8.0373,21.49,1.7192,0.5373
538,20140128,26832,8,1,21.49,0,8.0373,21.49,1.7192,0.5373
529,20140128,26832,8,1,3.99,0,1.4923,3.99,0.3192,0.0998
487,20140128,26832,8,1,54.99,0,20.5663,54.99,4.3992,1.3748
530,20140128,16402,10,1,4.99,0,1.8663,4.99,0.3992,0.1248
530,20140128,18178,10,1,4.99,0,1.8663,4.99,0.3992,0.1248
467,20140128,18178,10,1,24.49,0,9.1593,24.49,1.9592,0.6123
530,20140128,13671,8,1,4.99,0,1.8663,4.99,0.3992,0.1248
480,20140128,13671,8,1,2.29,0,0.8565,2.29,0.1832,0.0573
484,20140128,13671,8,1,7.95,0,2.9733,7.95,0.636,0.1988
483,20140128,13671,8,1,120,0,44.88,120,9.6,3
528,20140128,11981,1,1,4.99,0,1.8663,4.99,0.3992,0.1248
537,20140128,11981,1,1,35,0,13.09,35,2.8,0.875
480,20140128,11981,1,1,2.29,0,0.8565,2.29,0.1832,0.0573
485,20140128,18749,6,1,21.98,0,8.2205,21.98,1.7584,0.5495
491,20140128,18749,6,1,53.99,0,41.5723,53.99,4.3192,1.3498
225,20140128,18749,6,1,8.99,0,6.9223,8.99,0.7192,0.2248
528,20140128,15251,6,1,4.99,0,1.8663,4.99,0.3992,0.1248
537,20140128,15251,6,1,35,0,13.09,35,2.8,0.875
214,20140128,15251,6,1,34.99,0,13.0863,34.99,2.7992,0.8748
485,20140128,15868,6,1,21.98,0,8.2205,21.98,1.7584,0.5495
225,20140128,15868,6,1,8.99,0,6.9223,8.99,0.7192,0.2248
485,20140128,18759,6,1,21.98,0,8.2205,21.98,1.7584,0.5495
486,20140128,18759,6,1,159,0,59.466,159,12.72,3.975
225,20140128,18759,6,1,8.99,0,6.9223,8.99,0.7192,0.2248
539,20140127,17283,9,1,24.99,0,9.3463,24.99,1.9992,0.6248
529,20140127,17283,9,1,3.99,0,1.4923,3.99,0.3192,0.0998
222,20140127,17283,9,1,34.99,0,13.0863,34.99,2.7992,0.8748
467,20140127,17283,9,1,24.49,0,9.1593,24.49,1.9592,0.6123
538,20140127,24374,9,1,21.49,0,8.0373,21.49,1.7192,0.5373
538,20140127,18732,9,1,21.49,0,8.0373,21.49,1.7192,0.5373
529,20140127,18732,9,1,3.99,0,1.4923,3.99,0.3192,0.0998
217,20140127,18732,9,1,34.99,0,13.0863,34.99,2.7992,0.8748
489,20140127,18732,9,1,53.99,0,41.5723,53.99,4.3192,1.3498
529,20140127,12351,9,1,3.99,0,1.4923,3.99,0.3192,0.0998
482,20140127,12351,9,1,8.99,0,3.3623,8.99,0.7192,0.2248
487,20140127,12351,9,1,54.99,0,20.5663,54.99,4.3992,1.3748
540,20140127,16640,9,1,32.6,0,12.1924,32.6,2.608,0.815
529,20140127,29216,1,1,3.99,0,1.4923,3.99,0.3192,0.0998
539,20140127,29216,1,1,24.99,0,9.3463,24.99,1.9992,0.6248
471,20140127,29216,1,1,63.5,0,23.749,63.5,5.08,1.5875
538,20140127,27392,4,1,21.49,0,8.0373,21.49,1.7192,0.5373
480,20140127,27392,4,1,2.29,0,0.8565,2.29,0.1832,0.0573
529,20140127,27640,4,1,3.99,0,1.4923,3.99,0.3192,0.0998
538,20140127,27640,4,1,21.49,0,8.0373,21.49,1.7192,0.5373
222,20140127,27640,4,1,34.99,0,13.0863,34.99,2.7992,0.8748
530,20140127,11502,6,1,4.99,0,1.8663,4.99,0.3992,0.1248
217,20140127,11502,6,1,34.99,0,13.0863,34.99,2.7992,0.8748
231,20140127,11502,6,1,49.99,0,38.4923,49.99,3.9992,1.2498
225,20140127,11502,6,1,8.99,0,6.9223,8.99,0.7192,0.2248
535,20140127,11176,6,1,24.99,0,9.3463,24.99,1.9992,0.6248
528,20140127,25858,1,1,4.99,0,1.8663,4.99,0.3992,0.1248
535,20140127,25858,1,1,24.99,0,9.3463,24.99,1.9992,0.6248
480,20140127,25858,1,1,2.29,0,0.8565,2.29,0.1832,0.0573
529,20140127,24775,4,1,3.99,0,1.4923,3.99,0.3192,0.0998
540,20140127,24775,4,1,32.6,0,12.1924,32.6,2.608,0.815
535,20140127,11875,6,1,24.99,0,9.3463,24.99,1.9992,0.6248
480,20140127,11875,6,1,2.29,0,0.8565,2.29,0.1832,0.0573
529,20140127,24672,1,1,3.99,0,1.4923,3.99,0.3192,0.0998
540,20140127,24672,1,1,32.6,0,12.1924,32.6,2.608,0.815
222,20140127,24672,1,1,34.99,0,13.0863,34.99,2.7992,0.8748
536,20140127,13175,6,1,29.99,0,11.2163,29.99,2.3992,0.7498
528,20140127,13175,6,1,4.99,0,1.8663,4.99,0.3992,0.1248
222,20140127,13175,6,1,34.99,0,13.0863,34.99,2.7992,0.8748
231,20140127,13175,6,1,49.99,0,38.4923,49.99,3.9992,1.2498
478,20140127,23273,1,1,9.99,0,3.7363,9.99,0.7992,0.2498
467,20140127,23273,1,1,24.49,0,9.1593,24.49,1.9592,0.6123
477,20140127,23273,1,1,4.99,0,1.8663,4.99,0.3992,0.1248
478,20140127,16370,6,1,9.99,0,3.7363,9.99,0.7992,0.2498
477,20140127,16370,6,1,4.99,0,1.8663,4.99,0.3992,0.1248
487,20140127,16370,6,1,54.99,0,20.5663,54.99,4.3992,1.3748
484,20140127,16370,6,1,7.95,0,2.9733,7.95,0.636,0.1988
478,20140127,22341,1,1,9.99,0,3.7363,9.99,0.7992,0.2498
477,20140127,22341,1,1,4.99,0,1.8663,4.99,0.3992,0.1248
237,20140127,22341,1,1,49.99,0,38.4923,49.99,3.9992,1.2498
225,20140127,22341,1,1,8.99,0,6.9223,8.99,0.7192,0.2248
477,20140127,12939,6,1,4.99,0,1.8663,4.99,0.3992,0.1248
472,20140127,12939,6,1,63.5,0,23.749,63.5,5.08,1.5875
472,20140127,18805,1,1,63.5,0,23.749,63.5,5.08,1.5875
476,20140127,18805,1,1,69.99,0,26.1763,69.99,5.5992,1.7498
485,20140127,13929,1,1,21.98,0,8.2205,21.98,1.7584,0.5495
487,20140127,13929,1,1,54.99,0,20.5663,54.99,4.3992,1.3748
529,20140127,26361,10,1,3.99,0,1.4923,3.99,0.3192,0.0998
228,20140127,26361,10,1,49.99,0,38.4923,49.99,3.9992,1.2498
528,20140127,13423,6,1,4.99,0,1.8663,4.99,0.3992,0.1248
537,20140127,13423,6,1,35,0,13.09,35,2.8,0.875
535,20140126,12038,9,1,24.99,0,9.3463,24.99,1.9992,0.6248
477,20140126,24306,9,1,4.99,0,1.8663,4.99,0.3992,0.1248
480,20140126,24306,9,1,2.29,0,0.8565,2.29,0.1832,0.0573
528,20140126,25817,9,1,4.99,0,1.8663,4.99,0.3992,0.1248
480,20140126,25817,9,1,2.29,0,0.8565,2.29,0.1832,0.0573
529,20140126,16175,9,1,3.99,0,1.4923,3.99,0.3192,0.0998
214,20140126,16175,9,1,34.99,0,13.0863,34.99,2.7992,0.8748
484,20140126,11118,9,1,7.95,0,2.9733,7.95,0.636,0.1988
225,20140126,15263,9,1,8.99,0,6.9223,8.99,0.7192,0.2248
225,20140126,11711,6,1,8.99,0,6.9223,8.99,0.7192,0.2248
489,20140126,11711,6,1,53.99,0,41.5723,53.99,4.3192,1.3498
529,20140126,15761,6,1,3.99,0,1.4923,3.99,0.3192,0.0998
529,20140126,11185,6,1,3.99,0,1.4923,3.99,0.3192,0.0998
538,20140126,11185,6,1,21.49,0,8.0373,21.49,1.7192,0.5373
489,20140126,11185,6,1,53.99,0,41.5723,53.99,4.3192,1.3498
535,20140126,25908,4,1,24.99,0,9.3463,24.99,1.9992,0.6248
480,20140126,25908,4,1,2.29,0,0.8565,2.29,0.1832,0.0573
540,20140126,14079,6,1,32.6,0,12.1924,32.6,2.608,0.815
529,20140126,14079,6,1,3.99,0,1.4923,3.99,0.3192,0.0998
480,20140126,14079,6,1,2.29,0,0.8565,2.29,0.1832,0.0573
536,20140126,18926,6,1,29.99,0,11.2163,29.99,2.3992,0.7498
480,20140126,18926,6,1,2.29,0,0.8565,2.29,0.1832,0.0573
483,20140126,18926,6,1,120,0,44.88,120,9.6,3
478,20140126,22356,4,1,9.99,0,3.7363,9.99,0.7992,0.2498
477,20140126,22356,4,1,4.99,0,1.8663,4.99,0.3992,0.1248
217,20140126,22356,4,1,34.99,0,13.0863,34.99,2.7992,0.8748
475,20140126,20365,1,1,69.99,0,26.1763,69.99,5.5992,1.7498
478,20140126,20473,1,1,9.99,0,3.7363,9.99,0.7992,0.2498
477,20140126,20473,1,1,4.99,0,1.8663,4.99,0.3992,0.1248
475,20140126,18674,6,1,69.99,0,26.1763,69.99,5.5992,1.7498
491,20140126,18674,6,1,53.99,0,41.5723,53.99,4.3192,1.3498
474,20140126,20298,4,1,69.99,0,26.1763,69.99,5.5992,1.7498
477,20140126,17584,4,1,4.99,0,1.8663,4.99,0.3992,0.1248
217,20140126,17584,4,1,34.99,0,13.0863,34.99,2.7992,0.8748
474,20140126,18774,4,1,69.99,0,26.1763,69.99,5.5992,1.7498
490,20140126,18774,4,1,53.99,0,41.5723,53.99,4.3192,1.3498
225,20140126,18774,4,1,8.99,0,6.9223,8.99,0.7192,0.2248
528,20140126,25066,6,1,4.99,0,1.8663,4.99,0.3992,0.1248
480,20140126,25066,6,1,2.29,0,0.8565,2.29,0.1832,0.0573
484,20140126,25066,6,1,7.95,0,2.9733,7.95,0.636,0.1988
528,20140126,21364,6,1,4.99,0,1.8663,4.99,0.3992,0.1248
480,20140126,21364,6,1,2.29,0,0.8565,2.29,0.1832,0.0573
528,20140126,15300,1,1,4.99,0,1.8663,4.99,0.3992,0.1248
528,20140126,16303,8,1,4.99,0,1.8663,4.99,0.3992,0.1248
535,20140126,16303,8,1,24.99,0,9.3463,24.99,1.9992,0.6248
483,20140126,16303,8,1,120,0,44.88,120,9.6,3
485,20140126,14933,8,1,21.98,0,8.2205,21.98,1.7584,0.5495
477,20140126,14933,8,1,4.99,0,1.8663,4.99,0.3992,0.1248
478,20140126,14933,8,1,9.99,0,3.7363,9.99,0.7992,0.2498
535,20140126,17851,8,1,24.99,0,9.3463,24.99,1.9992,0.6248
467,20140126,17851,8,1,24.49,0,9.1593,24.49,1.9592,0.6123
529,20140126,20134,10,1,3.99,0,1.4923,3.99,0.3192,0.0998
539,20140126,20134,10,1,24.99,0,9.3463,24.99,1.9992,0.6248
483,20140126,20134,10,1,120,0,44.88,120,9.6,3
489,20140126,26369,7,1,53.99,0,41.5723,53.99,4.3192,1.3498
538,20140126,25802,8,1,21.49,0,8.0373,21.49,1.7192,0.5373
529,20140126,25802,8,1,3.99,0,1.4923,3.99,0.3192,0.0998
217,20140126,25802,8,1,34.99,0,13.0863,34.99,2.7992,0.8748
530,20140126,12643,8,1,4.99,0,1.8663,4.99,0.3992,0.1248
217,20140126,12643,8,1,34.99,0,13.0863,34.99,2.7992,0.8748
491,20140126,12643,8,1,53.99,0,41.5723,53.99,4.3192,1.3498
485,20140126,13338,4,1,21.98,0,8.2205,21.98,1.7584,0.5495
477,20140126,13338,4,1,4.99,0,1.8663,4.99,0.3992,0.1248
478,20140126,13338,4,1,9.99,0,3.7363,9.99,0.7992,0.2498
217,20140126,13338,4,1,34.99,0,13.0863,34.99,2.7992,0.8748
228,20140126,13338,4,1,49.99,0,38.4923,49.99,3.9992,1.2498
485,20140126,14514,4,1,21.98,0,8.2205,21.98,1.7584,0.5495
483,20140126,14514,4,1,120,0,44.88,120,9.6,3
538,20140125,26031,9,1,21.49,0,8.0373,21.49,1.7192,0.5373
480,20140125,26031,9,1,2.29,0,0.8565,2.29,0.1832,0.0573
477,20140125,29288,9,1,4.99,0,1.8663,4.99,0.3992,0.1248
237,20140125,29288,9,1,49.99,0,38.4923,49.99,3.9992,1.2498
530,20140125,28138,9,1,4.99,0,1.8663,4.99,0.3992,0.1248
480,20140125,28138,9,1,2.29,0,0.8565,2.29,0.1832,0.0573
478,20140125,11123,9,1,9.99,0,3.7363,9.99,0.7992,0.2498
477,20140125,11123,9,1,4.99,0,1.8663,4.99,0.3992,0.1248
217,20140125,11123,9,1,34.99,0,13.0863,34.99,2.7992,0.8748
491,20140125,11123,9,1,53.99,0,41.5723,53.99,4.3192,1.3498
214,20140125,17305,9,1,34.99,0,13.0863,34.99,2.7992,0.8748
237,20140125,14321,9,1,49.99,0,38.4923,49.99,3.9992,1.2498
529,20140125,11229,4,1,3.99,0,1.4923,3.99,0.3192,0.0998
214,20140125,11229,4,1,34.99,0,13.0863,34.99,2.7992,0.8748
529,20140125,19640,6,1,3.99,0,1.4923,3.99,0.3192,0.0998
538,20140125,19640,6,1,21.49,0,8.0373,21.49,1.7192,0.5373
480,20140125,19640,6,1,2.29,0,0.8565,2.29,0.1832,0.0573
541,20140125,12945,6,1,28.99,0,10.8423,28.99,2.3192,0.7248
530,20140125,12945,6,1,4.99,0,1.8663,4.99,0.3992,0.1248
479,20140125,12945,6,1,8.99,0,3.3623,8.99,0.7192,0.2248
477,20140125,12945,6,1,4.99,0,1.8663,4.99,0.3992,0.1248
487,20140125,12945,6,1,54.99,0,20.5663,54.99,4.3992,1.3748
535,20140125,26605,4,1,24.99,0,9.3463,24.99,1.9992,0.6248
480,20140125,26605,4,1,2.29,0,0.8565,2.29,0.1832,0.0573
528,20140125,12444,6,1,4.99,0,1.8663,4.99,0.3992,0.1248
535,20140125,12444,6,1,24.99,0,9.3463,24.99,1.9992,0.6248
217,20140125,12444,6,1,34.99,0,13.0863,34.99,2.7992,0.8748
529,20140125,24635,4,1,3.99,0,1.4923,3.99,0.3192,0.0998
540,20140125,24635,4,1,32.6,0,12.1924,32.6,2.608,0.815
214,20140125,24635,4,1,34.99,0,13.0863,34.99,2.7992,0.8748
536,20140125,22277,1,1,29.99,0,11.2163,29.99,2.3992,0.7498
536,20140125,18535,6,1,29.99,0,11.2163,29.99,2.3992,0.7498
477,20140125,17391,1,1,4.99,0,1.8663,4.99,0.3992,0.1248
475,20140125,18503,4,1,69.99,0,26.1763,69.99,5.5992,1.7498
491,20140125,18503,4,1,53.99,0,41.5723,53.99,4.3192,1.3498
528,20140125,25177,6,1,4.99,0,1.8663,4.99,0.3992,0.1248
485,20140125,25177,6,1,21.98,0,8.2205,21.98,1.7584,0.5495
478,20140125,25177,6,1,9.99,0,3.7363,9.99,0.7992,0.2498
528,20140125,14397,1,1,4.99,0,1.8663,4.99,0.3992,0.1248
217,20140125,14397,1,1,34.99,0,13.0863,34.99,2.7992,0.8748
485,20140125,17686,6,1,21.98,0,8.2205,21.98,1.7584,0.5495
478,20140125,17686,6,1,9.99,0,3.7363,9.99,0.7992,0.2498
477,20140125,17686,6,1,4.99,0,1.8663,4.99,0.3992,0.1248
214,20140125,17686,6,1,34.99,0,13.0863,34.99,2.7992,0.8748
528,20140125,20551,10,1,4.99,0,1.8663,4.99,0.3992,0.1248
535,20140125,20551,10,1,24.99,0,9.3463,24.99,1.9992,0.6248
217,20140125,20551,10,1,34.99,0,13.0863,34.99,2.7992,0.8748
537,20140125,18172,10,1,35,0,13.09,35,2.8,0.875
480,20140125,18172,10,1,2.29,0,0.8565,2.29,0.1832,0.0573
485,20140125,14168,7,1,21.98,0,8.2205,21.98,1.7584,0.5495
478,20140125,14168,7,1,9.99,0,3.7363,9.99,0.7992,0.2498
477,20140125,14168,7,1,4.99,0,1.8663,4.99,0.3992,0.1248
214,20140125,14168,7,1,34.99,0,13.0863,34.99,2.7992,0.8748
536,20140125,20169,8,1,29.99,0,11.2163,29.99,2.3992,0.7498
528,20140125,20169,8,1,4.99,0,1.8663,4.99,0.3992,0.1248
214,20140125,20169,8,1,34.99,0,13.0863,34.99,2.7992,0.8748
225,20140125,20169,8,1,8.99,0,6.9223,8.99,0.7192,0.2248
477,20140125,24859,10,1,4.99,0,1.8663,4.99,0.3992,0.1248
222,20140125,24859,10,1,34.99,0,13.0863,34.99,2.7992,0.8748
536,20140125,12606,7,1,29.99,0,11.2163,29.99,2.3992,0.7498
485,20140125,12606,7,1,21.98,0,8.2205,21.98,1.7584,0.5495
483,20140125,12606,7,1,120,0,44.88,120,9.6,3
234,20140125,12606,7,1,49.99,0,38.4923,49.99,3.9992,1.2498
465,20140125,12606,7,1,24.49,0,9.1593,24.49,1.9592,0.6123
528,20140125,20947,10,1,4.99,0,1.8663,4.99,0.3992,0.1248
536,20140125,20947,10,1,29.99,0,11.2163,29.99,2.3992,0.7498
480,20140125,20947,10,1,2.29,0,0.8565,2.29,0.1832,0.0573
477,20140125,22820,7,1,4.99,0,1.8663,4.99,0.3992,0.1248
463,20140125,22820,7,1,24.49,0,9.1593,24.49,1.9592,0.6123
225,20140125,24131,7,1,8.99,0,6.9223,8.99,0.7192,0.2248
530,20140125,24131,7,1,4.99,0,1.8663,4.99,0.3992,0.1248
529,20140125,22394,7,1,3.99,0,1.4923,3.99,0.3192,0.0998
538,20140125,22394,7,1,21.49,0,8.0373,21.49,1.7192,0.5373
530,20140125,24118,7,1,4.99,0,1.8663,4.99,0.3992,0.1248
480,20140125,24118,7,1,2.29,0,0.8565,2.29,0.1832,0.0573
541,20140125,23934,7,1,28.99,0,10.8423,28.99,2.3192,0.7248
530,20140125,23934,7,1,4.99,0,1.8663,4.99,0.3992,0.1248
480,20140125,23934,7,1,2.29,0,0.8565,2.29,0.1832,0.0573
537,20140125,12088,1,1,35,0,13.09,35,2.8,0.875
528,20140125,12088,1,1,4.99,0,1.8663,4.99,0.3992,0.1248
485,20140125,12088,1,1,21.98,0,8.2205,21.98,1.7584,0.5495
231,20140125,12088,1,1,49.99,0,38.4923,49.99,3.9992,1.2498
528,20140124,16622,9,1,4.99,0,1.8663,4.99,0.3992,0.1248
536,20140124,16622,9,1,29.99,0,11.2163,29.99,2.3992,0.7498
217,20140124,16622,9,1,34.99,0,13.0863,34.99,2.7992,0.8748
529,20140124,19582,9,1,3.99,0,1.4923,3.99,0.3192,0.0998
538,20140124,19582,9,1,21.49,0,8.0373,21.49,1.7192,0.5373
538,20140124,20257,9,1,21.49,0,8.0373,21.49,1.7192,0.5373
474,20140124,14054,9,1,69.99,0,26.1763,69.99,5.5992,1.7498
476,20140124,26446,9,1,69.99,0,26.1763,69.99,5.5992,1.7498
225,20140124,26446,9,1,8.99,0,6.9223,8.99,0.7192,0.2248
214,20140124,15758,9,1,34.99,0,13.0863,34.99,2.7992,0.8748
529,20140124,11331,6,1,3.99,0,1.4923,3.99,0.3192,0.0998
217,20140124,11331,6,1,34.99,0,13.0863,34.99,2.7992,0.8748
529,20140124,29262,1,1,3.99,0,1.4923,3.99,0.3192,0.0998
222,20140124,29262,1,1,34.99,0,13.0863,34.99,2.7992,0.8748
463,20140124,29262,1,1,24.49,0,9.1593,24.49,1.9592,0.6123
529,20140124,11502,6,1,3.99,0,1.4923,3.99,0.3192,0.0998
222,20140124,11502,6,1,34.99,0,13.0863,34.99,2.7992,0.8748
237,20140124,11502,6,1,49.99,0,38.4923,49.99,3.9992,1.2498
225,20140124,11502,6,1,8.99,0,6.9223,8.99,0.7192,0.2248
480,20140124,11219,1,1,2.29,0,0.8565,2.29,0.1832,0.0573
529,20140124,27735,1,1,3.99,0,1.4923,3.99,0.3192,0.0998
538,20140124,27735,1,1,21.49,0,8.0373,21.49,1.7192,0.5373
222,20140124,27735,1,1,34.99,0,13.0863,34.99,2.7992,0.8748
467,20140124,27735,1,1,24.49,0,9.1593,24.49,1.9592,0.6123
529,20140124,11642,6,1,3.99,0,1.4923,3.99,0.3192,0.0998
538,20140124,11642,6,1,21.49,0,8.0373,21.49,1.7192,0.5373
472,20140124,11642,6,1,63.5,0,23.749,63.5,5.08,1.5875
535,20140124,26172,4,1,24.99,0,9.3463,24.99,1.9992,0.6248
480,20140124,26172,4,1,2.29,0,0.8565,2.29,0.1832,0.0573
535,20140124,25877,1,1,24.99,0,9.3463,24.99,1.9992,0.6248
528,20140124,25877,1,1,4.99,0,1.8663,4.99,0.3992,0.1248
234,20140124,25877,1,1,49.99,0,38.4923,49.99,3.9992,1.2498
478,20140124,15251,6,1,9.99,0,3.7363,9.99,0.7992,0.2498
477,20140124,15251,6,1,4.99,0,1.8663,4.99,0.3992,0.1248
222,20140124,15251,6,1,34.99,0,13.0863,34.99,2.7992,0.8748
475,20140124,27562,6,1,69.99,0,26.1763,69.99,5.5992,1.7498
467,20140124,27562,6,1,24.49,0,9.1593,24.49,1.9592,0.6123
477,20140124,18668,1,1,4.99,0,1.8663,4.99,0.3992,0.1248
528,20140124,15361,4,1,4.99,0,1.8663,4.99,0.3992,0.1248
214,20140124,15361,4,1,34.99,0,13.0863,34.99,2.7992,0.8748
528,20140124,20745,6,1,4.99,0,1.8663,4.99,0.3992,0.1248
214,20140124,20745,6,1,34.99,0,13.0863,34.99,2.7992,0.8748
467,20140124,20745,6,1,24.49,0,9.1593,24.49,1.9592,0.6123
485,20140124,14258,4,1,21.98,0,8.2205,21.98,1.7584,0.5495
225,20140124,14258,4,1,8.99,0,6.9223,8.99,0.7192,0.2248
228,20140124,14258,4,1,49.99,0,38.4923,49.99,3.9992,1.2498
485,20140124,13875,4,1,21.98,0,8.2205,21.98,1.7584,0.5495
480,20140124,13875,4,1,2.29,0,0.8565,2.29,0.1832,0.0573
485,20140124,16035,10,1,21.98,0,8.2205,21.98,1.7584,0.5495
465,20140124,16035,10,1,24.49,0,9.1593,24.49,1.9592,0.6123
540,20140124,28406,7,1,32.6,0,12.1924,32.6,2.608,0.815
472,20140124,28406,7,1,63.5,0,23.749,63.5,5.08,1.5875
529,20140124,28406,7,1,3.99,0,1.4923,3.99,0.3192,0.0998
539,20140124,18003,8,1,24.99,0,9.3463,24.99,1.9992,0.6248
529,20140124,18003,8,1,3.99,0,1.4923,3.99,0.3192,0.0998
222,20140124,18003,8,1,34.99,0,13.0863,34.99,2.7992,0.8748
477,20140124,22493,8,1,4.99,0,1.8663,4.99,0.3992,0.1248
541,20140124,28566,8,1,28.99,0,10.8423,28.99,2.3192,0.7248
530,20140124,28566,8,1,4.99,0,1.8663,4.99,0.3992,0.1248
463,20140124,28566,8,1,24.49,0,9.1593,24.49,1.9592,0.6123
538,20140124,22538,7,1,21.49,0,8.0373,21.49,1.7192,0.5373
